DR_NO;Date Rptd;DATE OCC;TIME OCC;AREA;AREA NAME;Rpt Dist No;Part 1-2;Crm Cd;Crm Cd Desc;Mocodes;Vict Age;Vict Sex;Vict Descent;Premis Cd;Premis Desc;Weapon Used Cd;Weapon Desc;Status;Status Desc;Crm Cd 1
201712176;08/13/2020 12:00:00 AM;08/13/2020 12:00:00 AM;708;17;Devonshire ;1747;2;930;CRIMINAL THREATS - NO WEAPON DISPLAYED                  ;1906 0913 0360 0421                    ;42;M;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);511;VERBAL THREAT                                 ;AA;Adult Arrest;930
201705573;02/03/2020 12:00:00 AM;02/03/2020 12:00:00 AM;1830;17;Devonshire ;1785;2;956;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 ;1906 1912 0443                         ;20;F;W;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;AA;Adult Arrest;956
201712973;08/16/2020 12:00:00 AM;08/14/2020 12:00:00 AM;1730;17;Devonshire ;1787;1;330;BURGLARY FROM VEHICLE                                   ;0344 0385                              ;40;M;W;108;PARKING LOT                                 ;;;IC;Invest Cont ;330
201715164;11/07/2020 12:00:00 AM;11/07/2020 12:00:00 AM;1110;17;Devonshire ;1764;2;888;TRESPASSING                                             ;1501 0202 0216 0201 2003 1822          ;42;F;O;501;SINGLE FAMILY DWELLING                      ;;;AO;Adult Other ;888
201710736;07/05/2020 12:00:00 AM;07/04/2020 12:00:00 AM;1200;17;Devonshire ;1722;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
201716548;12/21/2020 12:00:00 AM;12/15/2020 12:00:00 AM;1700;17;Devonshire ;1771;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329 1300                              ;0;X;X;101;STREET                                      ;;;IC;Invest Cont ;740
201705439;02/04/2020 12:00:00 AM;02/04/2020 12:00:00 AM;1300;17;Devonshire ;1708;1;310;BURGLARY                                                ;1606 0344 0352 0321 1608               ;43;M;A;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;310
201715385;11/14/2020 12:00:00 AM;11/14/2020 12:00:00 AM;1600;17;Devonshire ;1756;1;310;BURGLARY                                                ;1609 1202 0329                         ;75;M;O;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;310
201704273;01/06/2020 12:00:00 AM;01/02/2020 12:00:00 AM;1030;17;Devonshire ;1781;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329 1202                              ;62;M;B;108;PARKING LOT                                 ;;;IC;Invest Cont ;740
201711049;07/11/2020 12:00:00 AM;07/11/2020 12:00:00 AM;700;17;Devonshire ;1792;2;626;INTIMATE PARTNER - SIMPLE ASSAULT                       ;2000 0416 0913 1814 0447               ;33;M;W;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;626
201705912;02/12/2020 12:00:00 AM;02/12/2020 12:00:00 AM;620;17;Devonshire ;1715;1;320;BURGLARY, ATTEMPTED                                     ;0329 1202                              ;62;M;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;320
201708398;04/21/2020 12:00:00 AM;04/21/2020 12:00:00 AM;1600;17;Devonshire ;1729;2;624;BATTERY - SIMPLE ASSAULT                                ;0416 0913 2005                         ;32;M;O;203;OTHER BUSINESS                              ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;624
201709519;05/28/2020 12:00:00 AM;05/27/2020 12:00:00 AM;2200;17;Devonshire ;1715;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
201706332;02/23/2020 12:00:00 AM;02/23/2020 12:00:00 AM;2220;17;Devonshire ;1723;1;310;BURGLARY                                                ;2004 1601 0344 1402                    ;42;M;H;501;SINGLE FAMILY DWELLING                      ;;;AA;Adult Arrest;310
201707011;03/06/2020 12:00:00 AM;03/06/2020 12:00:00 AM;2215;17;Devonshire ;1715;2;624;BATTERY - SIMPLE ASSAULT                                ;0416 1810                              ;58;M;W;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;624
201710321;06/23/2020 12:00:00 AM;06/23/2020 12:00:00 AM;1130;17;Devonshire ;1714;1;310;BURGLARY                                                ;0352 0344 0321 1300 1609 1275 2004 1402;84;F;W;501;SINGLE FAMILY DWELLING                      ;;;AA;Adult Arrest;310
