DR_NO;Date Rptd;DATE OCC;TIME OCC;AREA;AREA NAME;Rpt Dist No;Part 1-2;Crm Cd;Crm Cd Desc;Mocodes;Vict Age;Vict Sex;Vict Descent;Premis Cd;Premis Desc;Weapon Used Cd;Weapon Desc;Status;Status Desc;Crm Cd 1
202012644;07/27/2020 12:00:00 AM;07/27/2020 12:00:00 AM;1500;20;Olympic    ;2081;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;1822 0329                              ;0;X;X;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;740
202005017;01/23/2020 12:00:00 AM;01/23/2020 12:00:00 AM;1600;20;Olympic    ;2035;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;1822 0329 2004                         ;35;F;H;122;VEHICLE, PASSENGER/TRUCK                    ;;;IC;Invest Cont ;745
202008699;04/16/2020 12:00:00 AM;04/14/2020 12:00:00 AM;900;20;Olympic    ;2029;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329                                   ;26;F;K;122;VEHICLE, PASSENGER/TRUCK                    ;;;IC;Invest Cont ;740
202009086;04/29/2020 12:00:00 AM;04/16/2020 12:00:00 AM;700;20;Olympic    ;2045;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;420
202015110;09/25/2020 12:00:00 AM;09/24/2020 12:00:00 AM;1940;20;Olympic    ;2014;1;330;BURGLARY FROM VEHICLE                                   ;1822 1609 0358 0344 0352 1221          ;29;F;A;108;PARKING LOT                                 ;;;IC;Invest Cont ;330
202000535;01/18/2020 12:00:00 AM;01/18/2020 12:00:00 AM;325;20;Olympic    ;2019;1;815;SEXUAL PENETRATION W/FOREIGN OBJECT                     ;1415 1206 2014 0503 0510 0515 1402 1822;21;F;W;122;VEHICLE, PASSENGER/TRUCK                    ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;815
202005770;02/07/2020 12:00:00 AM;02/06/2020 12:00:00 AM;2355;20;Olympic    ;2034;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
202018812;12/25/2020 12:00:00 AM;12/25/2020 12:00:00 AM;1655;20;Olympic    ;2013;2;888;TRESPASSING                                             ;0216 1822                              ;0;X;X;108;PARKING LOT                                 ;;;IC;Invest Cont ;888
202015224;09/27/2020 12:00:00 AM;09/27/2020 12:00:00 AM;900;20;Olympic    ;2034;2;901;VIOLATION OF RESTRAINING ORDER                          ;0913 1242 2038 0562 2001               ;49;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);515;PHYSICAL PRESENCE                             ;AA;Adult Arrest;901
202009957;05/20/2020 12:00:00 AM;05/20/2020 12:00:00 AM;1700;20;Olympic    ;2055;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;1822 0344 2032                         ;57;F;A;101;STREET                                      ;;;IC;Invest Cont ;420
202017600;11/25/2020 12:00:00 AM;11/25/2020 12:00:00 AM;915;20;Olympic    ;2038;2;626;INTIMATE PARTNER - SIMPLE ASSAULT                       ;0913 2000 1243 0400                    ;27;M;A;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;626
212007067;02/10/2021 12:00:00 AM;06/01/2020 12:00:00 AM;1530;20;Olympic    ;2013;2;354;THEFT OF IDENTITY                                       ;1822                                   ;30;M;O;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;354
202015050;09/23/2020 12:00:00 AM;09/23/2020 12:00:00 AM;2020;20;Olympic    ;2042;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;0913 2000 0329                         ;32;F;W;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;745
202008664;04/16/2020 12:00:00 AM;04/13/2020 12:00:00 AM;900;20;Olympic    ;2091;2;626;INTIMATE PARTNER - SIMPLE ASSAULT                       ;1241 1821 0913 2000 0416               ;55;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;626
212007907;04/10/2021 12:00:00 AM;06/01/2020 12:00:00 AM;1600;20;Olympic    ;2019;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;420
202013480;08/15/2020 12:00:00 AM;08/15/2020 12:00:00 AM;1200;20;Olympic    ;2027;1;330;BURGLARY FROM VEHICLE                                   ;0344 1822 1300 1605 1302 1607          ;34;M;W;108;PARKING LOT                                 ;;;IC;Invest Cont ;330
202012883;08/01/2020 12:00:00 AM;08/01/2020 12:00:00 AM;730;20;Olympic    ;2023;1;310;BURGLARY                                                ;1822 0358 1607 0321 0344 0349          ;0;X;X;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;310
202007962;03/27/2020 12:00:00 AM;03/26/2020 12:00:00 AM;1600;20;Olympic    ;2034;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
202011524;06/29/2020 12:00:00 AM;06/29/2020 12:00:00 AM;500;20;Olympic    ;2004;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
202011932;07/10/2020 12:00:00 AM;07/09/2020 12:00:00 AM;755;20;Olympic    ;2031;2;625;OTHER ASSAULT                                           ;0361 0603 0913                         ;46;M;W;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);515;PHYSICAL PRESENCE                             ;AO;Adult Other ;625
202006715;02/26/2020 12:00:00 AM;02/25/2020 12:00:00 AM;1100;20;Olympic    ;2001;2;662;BUNCO, GRAND THEFT                                      ;0701                                   ;72;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;662
202013079;08/06/2020 12:00:00 AM;08/06/2020 12:00:00 AM;25;20;Olympic    ;2014;2;624;BATTERY - SIMPLE ASSAULT                                ;0202 1309 1278 1822 0444 0416 0446     ;50;M;O;108;PARKING LOT                                 ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;624
202016646;11/01/2020 12:00:00 AM;11/01/2020 12:00:00 AM;1556;20;Olympic    ;2036;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329 1822 1609                         ;42;M;O;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;740
202011155;06/18/2020 12:00:00 AM;04/24/2020 12:00:00 AM;1355;20;Olympic    ;2031;2;354;THEFT OF IDENTITY                                       ;1822 1202                              ;64;F;K;750;CYBERSPACE                                  ;;;IC;Invest Cont ;354
202012977;08/04/2020 12:00:00 AM;08/04/2020 12:00:00 AM;220;20;Olympic    ;2033;2;624;BATTERY - SIMPLE ASSAULT                                ;0416 1822 1206 0429                    ;58;M;H;707;GARAGE/CARPORT                              ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;624
202008193;04/01/2020 12:00:00 AM;03/30/2020 12:00:00 AM;2200;20;Olympic    ;2029;1;330;BURGLARY FROM VEHICLE                                   ;1822 2032 0344                         ;36;F;B;707;GARAGE/CARPORT                              ;;;IC;Invest Cont ;330
202007982;03/26/2020 12:00:00 AM;03/13/2020 12:00:00 AM;1430;20;Olympic    ;2076;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;0344 1822                              ;33;M;B;118;CONSTRUCTION SITE                           ;;;IC;Invest Cont ;341
202012568;07/25/2020 12:00:00 AM;07/25/2020 12:00:00 AM;1900;20;Olympic    ;2034;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
202006844;02/29/2020 12:00:00 AM;02/29/2020 12:00:00 AM;40;20;Olympic    ;2044;1;210;ROBBERY                                                 ;0416 0417 0344 0342 0429 1259 0202 0906;17;M;H;102;SIDEWALK                                    ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;210
202016861;11/07/2020 12:00:00 AM;11/07/2020 12:00:00 AM;1500;20;Olympic    ;2093;1;350;THEFT, PERSON                                           ;1814 0448 0913 0432 1305 1300 1310 2000;25;F;H;101;STREET                                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;350
202009534;05/09/2020 12:00:00 AM;05/08/2020 12:00:00 AM;1330;20;Olympic    ;2034;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
202009939;05/19/2020 12:00:00 AM;05/18/2020 12:00:00 AM;1900;20;Olympic    ;2099;1;310;BURGLARY                                                ;1402 0344 0358 1607 1822               ;0;X;X;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;AA;Adult Arrest;310
202011470;06/26/2020 12:00:00 AM;06/25/2020 12:00:00 AM;1600;20;Olympic    ;2024;1;210;ROBBERY                                                 ;1822 0421 0432 0344                    ;27;M;H;101;STREET                                      ;511;VERBAL THREAT                                 ;IC;Invest Cont ;210
212010743;06/22/2021 12:00:00 AM;06/21/2020 12:00:00 AM;1200;20;Olympic    ;2022;1;330;BURGLARY FROM VEHICLE                                   ;1822 0358 0344                         ;39;M;W;101;STREET                                      ;;;IC;Invest Cont ;330
202005617;02/03/2020 12:00:00 AM;02/03/2020 12:00:00 AM;1300;20;Olympic    ;2027;1;236;INTIMATE PARTNER - AGGRAVATED ASSAULT                   ;0416 0447 1241 1821 2000 0913          ;50;M;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);500;UNKNOWN WEAPON/OTHER WEAPON                   ;AA;Adult Arrest;236
202010324;05/28/2020 12:00:00 AM;05/25/2020 12:00:00 AM;555;20;Olympic    ;2063;2;956;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 ;0432 1906 0319 1822                    ;56;F;B;501;SINGLE FAMILY DWELLING                      ;;;AO;Adult Other ;956
202018716;12/23/2020 12:00:00 AM;12/23/2020 12:00:00 AM;915;20;Olympic    ;2076;2;624;BATTERY - SIMPLE ASSAULT                                ;1822 2004 0400                         ;15;M;H;210;RESTAURANT/FAST FOOD                        ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;624
202007885;03/24/2020 12:00:00 AM;03/24/2020 12:00:00 AM;1945;20;Olympic    ;2011;1;440;THEFT PLAIN - PETTY ($950 & UNDER)                      ;0315 1402 0344 0432 0324 1822 0209     ;0;X;X;203;OTHER BUSINESS                              ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;440
202005450;01/17/2020 12:00:00 AM;01/17/2020 12:00:00 AM;1300;20;Olympic    ;2044;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;0344                                   ;36;F;O;210;RESTAURANT/FAST FOOD                        ;;;IC;Invest Cont ;341
202006678;02/25/2020 12:00:00 AM;02/25/2020 12:00:00 AM;1000;20;Olympic    ;2036;2;626;INTIMATE PARTNER - SIMPLE ASSAULT                       ;0913 2000 0416 0446 1814 0329          ;32;M;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;626
202014012;08/29/2020 12:00:00 AM;08/29/2020 12:00:00 AM;1100;20;Olympic    ;2019;1;442;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                ;0344 1822 0104 0325 1013 0601          ;0;X;X;210;RESTAURANT/FAST FOOD                        ;;;IC;Invest Cont ;442
202017866;12/01/2020 12:00:00 AM;12/01/2020 12:00:00 AM;940;20;Olympic    ;2024;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;1814 0913 0431                         ;26;M;B;503;HOTEL                                       ;512;MACE/PEPPER SPRAY                             ;AO;Adult Other ;230
202004995;01/22/2020 12:00:00 AM;01/22/2020 12:00:00 AM;1530;20;Olympic    ;2031;2;624;BATTERY - SIMPLE ASSAULT                                ;1251 1259 2051 2049 0416 0443 0910     ;14;F;H;801;MTA BUS                                     ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;624
202012904;08/02/2020 12:00:00 AM;08/01/2020 12:00:00 AM;2350;20;Olympic    ;2027;1;761;BRANDISH WEAPON                                         ;0202 0334 1266 0917 1822               ;21;M;H;403;DRUG STORE                                  ;200;KNIFE WITH BLADE 6INCHES OR LESS              ;IC;Invest Cont ;761
202015834;10/13/2020 12:00:00 AM;10/13/2020 12:00:00 AM;1230;20;Olympic    ;2054;1;210;ROBBERY                                                 ;0344 1402 0342 1251 0432 0216 1309 0449;30;M;A;602;BANK                                        ;204;FOLDING KNIFE                                 ;IC;Invest Cont ;210
202014457;09/09/2020 12:00:00 AM;09/09/2020 12:00:00 AM;1610;20;Olympic    ;2081;1;442;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                ;0344 0325 1822 0104 0352 1221          ;0;X;X;203;OTHER BUSINESS                              ;;;IC;Invest Cont ;442
202016178;10/21/2020 12:00:00 AM;10/20/2020 12:00:00 AM;1800;20;Olympic    ;2091;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
202007598;03/16/2020 12:00:00 AM;03/16/2020 12:00:00 AM;840;20;Olympic    ;2044;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329 1822 0371 0202 0906 1019 0342     ;31;M;H;122;VEHICLE, PASSENGER/TRUCK                    ;;;IC;Invest Cont ;740
202010833;06/12/2020 12:00:00 AM;06/12/2020 12:00:00 AM;1;20;Olympic    ;2011;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;1822 0329                              ;0;X;X;203;OTHER BUSINESS                              ;;;IC;Invest Cont ;740
202016909;11/09/2020 12:00:00 AM;10/24/2020 12:00:00 AM;930;20;Olympic    ;2069;2;626;INTIMATE PARTNER - SIMPLE ASSAULT                       ;0329 0416 0432 0446 0913 1243 1813 2000;42;F;B;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;626
202018598;12/20/2020 12:00:00 AM;12/20/2020 12:00:00 AM;100;20;Olympic    ;2024;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0202 0329 1822                         ;0;X;X;122;VEHICLE, PASSENGER/TRUCK                    ;;;IC;Invest Cont ;740
202007107;03/06/2020 12:00:00 AM;03/06/2020 12:00:00 AM;30;20;Olympic    ;2005;2;901;VIOLATION OF RESTRAINING ORDER                          ;0554 2038                              ;26;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;901
202012837;07/31/2020 12:00:00 AM;07/29/2020 12:00:00 AM;1748;20;Olympic    ;2046;2;354;THEFT OF IDENTITY                                       ;0100 0924 0929 1822                    ;35;M;A;108;PARKING LOT                                 ;;;IC;Invest Cont ;354
202018210;12/06/2020 12:00:00 AM;12/06/2020 12:00:00 AM;100;20;Olympic    ;2011;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329                                   ;21;F;H;101;STREET                                      ;;;IC;Invest Cont ;740
202009279;05/03/2020 12:00:00 AM;05/03/2020 12:00:00 AM;30;20;Olympic    ;2074;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;1202 0329 1822                         ;63;M;O;122;VEHICLE, PASSENGER/TRUCK                    ;;;IC;Invest Cont ;745
202010782;06/10/2020 12:00:00 AM;06/03/2020 12:00:00 AM;2125;20;Olympic    ;2019;2;850;INDECENT EXPOSURE                                       ;0913 1820 0528 0529 0516               ;30;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;AO;Adult Other ;850
202008576;04/13/2020 12:00:00 AM;04/13/2020 12:00:00 AM;1035;20;Olympic    ;2014;2;354;THEFT OF IDENTITY                                       ;0100                                   ;51;M;W;145;MAIL BOX                                    ;;;IC;Invest Cont ;354
202005166;01/27/2020 12:00:00 AM;01/26/2020 12:00:00 AM;2215;20;Olympic    ;2064;2;626;INTIMATE PARTNER - SIMPLE ASSAULT                       ;2000 0416 0446                         ;21;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;626
202014913;09/20/2020 12:00:00 AM;09/20/2020 12:00:00 AM;2050;20;Olympic    ;2019;1;236;INTIMATE PARTNER - AGGRAVATED ASSAULT                   ;0913 0408 0444 0446 1202 1241 1813 1821;71;F;A;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;236
202015578;10/07/2020 12:00:00 AM;10/06/2020 12:00:00 AM;700;20;Olympic    ;2069;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
202005123;01/25/2020 12:00:00 AM;01/25/2020 12:00:00 AM;2115;20;Olympic    ;2073;1;440;THEFT PLAIN - PETTY ($950 & UNDER)                      ;0305 0344                              ;35;M;H;229;CHECK CASHING*                              ;;;IC;Invest Cont ;440
202009614;05/12/2020 12:00:00 AM;05/11/2020 12:00:00 AM;2100;20;Olympic    ;2063;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
202007722;03/18/2020 12:00:00 AM;03/18/2020 12:00:00 AM;525;20;Olympic    ;2038;1;210;ROBBERY                                                 ;0913 1810 0337 0344 0416 0432          ;34;M;H;108;PARKING LOT                                 ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;210
202009451;05/07/2020 12:00:00 AM;05/07/2020 12:00:00 AM;1000;20;Olympic    ;2054;2;624;BATTERY - SIMPLE ASSAULT                                ;2004 1822 2003 0446 0416               ;57;F;K;108;PARKING LOT                                 ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;624
202018907;12/29/2020 12:00:00 AM;12/29/2020 12:00:00 AM;900;20;Olympic    ;2029;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;1822 0344 0352 1221 0202 1402          ;33;M;H;123;PARKING UNDERGROUND/BUILDING                ;;;IC;Invest Cont ;331
202004886;01/21/2020 12:00:00 AM;01/18/2020 12:00:00 AM;2300;20;Olympic    ;2035;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;0344 0321                              ;24;M;W;123;PARKING UNDERGROUND/BUILDING                ;;;IC;Invest Cont ;420
202005793;02/07/2020 12:00:00 AM;02/07/2020 12:00:00 AM;1210;20;Olympic    ;2035;2;860;BATTERY WITH SEXUAL CONTACT                             ;1822 0448 1236                         ;21;F;H;404;DEPARTMENT STORE                            ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;860
202008417;04/09/2020 12:00:00 AM;04/09/2020 12:00:00 AM;1300;20;Olympic    ;2019;2;626;INTIMATE PARTNER - SIMPLE ASSAULT                       ;2000 0416 0446 0913                    ;20;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;626
202006546;02/21/2020 12:00:00 AM;02/12/2020 12:00:00 AM;1;20;Olympic    ;2039;2;354;THEFT OF IDENTITY                                       ;0100 0922 0930 1822                    ;40;M;A;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;354
202008750;04/19/2020 12:00:00 AM;04/18/2020 12:00:00 AM;1700;20;Olympic    ;2069;1;330;BURGLARY FROM VEHICLE                                   ;0385 1822 0344 1606                    ;44;F;H;101;STREET                                      ;;;IC;Invest Cont ;330
202010425;06/01/2020 12:00:00 AM;04/25/2020 12:00:00 AM;1700;20;Olympic    ;2014;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;0344 0394                              ;26;M;B;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;341
